h0,h1,h2,h3,h4
-2.6976176315200435,-1.5354705178224386,1.0463304024426903,-1.2521469876805917,-2.15133059913799
-2.7170345903494657,-1.544538416392042,1.0446108420257165,-1.3236424952088464,-2.1767151933761353
-2.6832023813373582,-1.6349987239832182,1.0471998526555355,-1.216205135593056,-2.1752913589321716
-2.7168210835860362,-1.517556279631461,1.0362484952844395,-1.3796355555190196,-2.1700661423361285
-2.770774166410202,-1.4777719794043567,1.0450305874301078,-1.4835969545057937,-2.207236401518473
-2.8323958087931875,-1.4472440774327398,1.0312095922967646,-1.580602670517558,-2.2037802162992675
-2.7680814495716186,-1.6210179485736957,1.0175638989727387,-1.3837971317004023,-2.201662882931441
-2.700327012442127,-1.728290947554607,1.0157251715863642,-1.2295968958353032,-2.181335433331438
-2.723671482766012,-1.5476884574548129,1.0230998636020763,-1.4350296004719187,-2.1702842706146233
-2.7024231955138482,-1.5970285639427417,1.0251592496550983,-1.411837146426065,-2.1851214433955004
-2.6904387255622337,-1.6253759708139381,1.029983442019396,-1.2965423578295232,-2.162088377010157
-2.7131662027065104,-1.6036630566934367,1.0397643601413777,-1.3181476781678947,-2.1741599892892354
-2.7214023380242596,-1.526130827942168,1.028778716389331,-1.405920582793141,-2.166144517041389
-2.7956271209707193,-1.4216469125017401,1.0293452278160184,-1.5827914698192715,-2.173660465033862
-2.7702213196755103,-1.5441208678705454,1.0301522753151229,-1.4689945759197702,-2.1721995604123245
-2.8214023521175022,-1.435589545688853,1.0379746972707102,-1.6614237413093573,-2.1828899718570827
-2.7419437512637295,-1.634547613509492,1.0350179087428883,-1.4122094689597025,-2.17549071745666
-2.7381077678595713,-1.5887655428975422,1.0133541859991035,-1.4418855836893147,-2.181910701165536
-2.7511870488738244,-1.5215367141032627,1.0085461066947243,-1.4860768155638981,-2.1947028928851866
-2.711260517783478,-1.6457337998100163,1.0026740523736786,-1.2863532303063734,-2.1764118760566857
-2.6437139239780705,-1.713952003299015,1.0110485992948612,-1.1548794017593549,-2.1649658871185364
-2.641683206497774,-1.666289142975486,1.005057397416054,-1.1573773135935888,-2.157704331245271
-2.7032773782498216,-1.4762459553758498,1.0245973961954662,-1.4072690167748025,-2.15497156775696
-2.7253425441264434,-1.4729879802373256,0.9970405152372488,-1.4693172653388107,-2.1514526717694964
-2.7711432427686313,-1.3842994241688276,1.000958139006677,-1.6353464642183828,-2.1691932527719016
-2.8314755840024746,-1.3611177856199739,0.995376970602201,-1.7219375516364708,-2.1973361764200887
-2.819573220784527,-1.4734722004712144,1.0013934591776923,-1.6713148425502302,-2.2090597620111314
-2.8385383983457992,-1.4621066741846698,0.9925989684274392,-1.7295840795668083,-2.2140184356190016
-2.752429510667734,-1.6725510466962412,0.9970969573737982,-1.4678622836638977,-2.20381902480142
-2.6862973305974127,-1.7675024963522195,1.0123744935209955,-1.277247279223531,-2.1723193349876775
-2.734765589822732,-1.6037010802272704,1.005197507144187,-1.4422633944994343,-2.177457695633317
-2.7866809937331554,-1.5108978408044007,1.0098925896234354,-1.5614394992030984,-2.189395253607195
-2.754894154041508,-1.6270042299906893,1.0169798475644058,-1.4246422873585218,-2.1906047486551645
-2.742416941534705,-1.6041534218208617,1.0085039247612593,-1.445823121774389,-2.2039973891597575
-2.7683466254699116,-1.562657440859059,1.024931945493137,-1.470055400651964,-2.1937893520034075
-2.810571848302748,-1.4564137517992675,1.010604584557298,-1.6318382653020316,-2.193282206541611
-2.822251837219301,-1.4848643892344162,1.0127716917133354,-1.6461279411559335,-2.2106306037931898
-2.791063374213834,-1.5590181294960948,1.0070244897072043,-1.5549020903993587,-2.2039150706303996
-2.7832003917869845,-1.6066382754773894,1.00311503846549,-1.4778624620456082,-2.207782733576146
-2.7377326712344137,-1.648020931784783,1.0066007944769995,-1.4223403663090013,-2.2037595188877352
-2.761455953740054,-1.5796965868350816,1.0152954494046333,-1.4747478257989899,-2.211843029379074
-2.8137015850251825,-1.482413287942062,1.0150590582079033,-1.6182245845586538,-2.1996060604290735
-2.7868459633665115,-1.545452794289823,1.0218622572433993,-1.5746283561551875,-2.2219355249726807
-2.748912973376045,-1.6484355614543027,0.9965824332625588,-1.4512389329282256,-2.2037344034263326
-2.710917869356492,-1.7098894134533422,0.9936519570710343,-1.320012533114442,-2.1836093531984546
-2.7250130094510547,-1.5965252253581639,1.0014597416906261,-1.4226772215143229,-2.1926154924652663
-2.7572984906803244,-1.4975959598109925,1.0004299693376422,-1.5719782856754145,-2.1882239263766685
-2.721192960672993,-1.6561841255715106,1.022177567988227,-1.3753245487107457,-2.203516282166459
-2.6438613860163342,-1.77539814228954,1.0091668625143453,-1.1794607486002715,-2.173050191195008
-2.672977771933327,-1.6535114510106355,1.0122994275351072,-1.238278521024159,-2.181518680012981
-2.643286277697901,-1.7165722925271176,1.004827997636969,-1.1186710562483788,-2.1678307602143385
