h0,h1,h2,h3,h4
-1.6448060200017094,-2.2382376055181603,1.3184306431110604,1.201071760420949,-1.8046986797735767
-1.8398745964696004,-2.092960779602127,1.277245286898462,0.920461750176851,-1.8243672329068648
-2.015244456404423,-2.0274496659507797,1.2677639256155493,0.7114443339997782,-1.8579294873022412
-2.1399213158629875,-1.9879725366291083,1.2542046870027344,0.5083898723937532,-1.8823796581761958
-2.2400509442459535,-1.9633726173252657,1.236161694560137,0.38414985632374116,-1.9378473943853114
-2.3411225645640488,-1.9738298237293426,1.2393725495304897,0.26813403067608077,-1.95412105050169
-2.426592206026714,-1.9604329424700304,1.210606336003444,0.16356106998215258,-2.0041185482456307
-2.472243415452973,-1.9729420100581672,1.1908809800047906,0.06649492096289672,-2.035911185585589
-2.485960203335328,-1.9711876139814448,1.169306740597007,0.011052881107674732,-2.059020908543697
-2.501419178861061,-1.9680327689601167,1.1705671121352734,-0.07094272978860716,-2.070163136015254
-2.5184069770695645,-1.980980358770448,1.1878856392741588,-0.08789786630314085,-2.071356848084126
-2.521303221080266,-1.9754950524309536,1.1845029060099814,-0.13174145769725698,-2.071514975549696
-2.515863842762833,-1.9643986365410024,1.1920894360222627,-0.15519551220629776,-2.0850693026028537
-2.4971718514653527,-1.9779490151254828,1.212549443247032,-0.16319342490933136,-2.06404725476301
-2.688284759079826,-1.4930838953921,1.2258115203957374,-0.8428287975426116,-2.0927871397928737
-2.859931597615493,-1.2173499040300158,1.2020950751660617,-1.4154894171341927,-2.117409228946125
-2.799186156952042,-1.5581224282622528,1.1665873394285045,-1.2578420747588244,-2.1255362101389794
-2.7319262265478943,-1.75519366831944,1.1473834327506736,-1.1063914445619611,-2.1143862195191625
-2.66306459566243,-1.8556985750719215,1.1357481423779976,-0.9534846402471645,-2.1304427132706323
-2.595184895008815,-1.9147567927067433,1.1252802676322555,-0.8098093509144434,-2.1257537102508546
-2.5185853735116566,-1.9432599171058706,1.1288507539931563,-0.7009144656055707,-2.1221862536102845
-2.4655627269511617,-1.9431287958941479,1.1142320636903007,-0.5962445496121832,-2.101597077532263
-2.4319546846229634,-1.9493129959902091,1.084391066944103,-0.5234807825118445,-2.1081943467588844
-2.4303401526423514,-1.9445559481273114,1.122903589230564,-0.47047902548874476,-2.114706346858693
-2.431767289453155,-1.952899079782419,1.1291424475658678,-0.3959533562119193,-2.1103989646264316
-2.4295160839957286,-1.9682916284021026,1.144650447408722,-0.3732369284150414,-2.097296477020526
-2.422024314301522,-1.9309001172338283,1.1532816916167228,-0.3477557048872637,-2.096763116743608
-2.433835285226664,-1.933413564667712,1.1710332566176458,-0.35240755159185244,-2.0911384776725703
